month	price
2025-01-01	4.227589628333704
2025-02-01	4.139785206861784
2025-03-01	3.6254740593025385
2025-04-01	3.621644671278918
2025-05-01	3.3345062631880373
2025-06-01	3.056035890187556
2025-07-01	3.0095103179924307
2025-08-01	3.26325192461375
2025-09-01	3.3998791668035366
2025-10-01	3.662965159705543
2025-11-01	4.154702935190725
2025-12-01	4.5235988825380655
