month,price
2024-01-01,4.222209851404884
2024-02-01,4.23968932881494
2024-03-01,4.256140732690232
2024-04-01,4.273833713593326
2024-05-01,4.291061704494795
2024-06-01,4.308973746305263
2024-07-01,4.326414711366931
2024-08-01,4.344547841999235
2024-09-01,4.3627941104003725
2024-10-01,4.38056000959703
2024-11-01,4.39903044892536
2024-12-01,4.417014282628548
